Rank|RPT|Degree|Is Strictly Increasing|Size|Dyck Word|Is Leaf
501|★(★, ★(★(★(★, ★, ★))))|2|True|8|(()(((()()()))))|False
502|★(★, ★(★(★(★, ★), ★)))|2|True|8|(()(((()())())))|False
503|★(★, ★(★(★(★, ★)), ★))|2|True|8|(()(((()()))()))|False
504|★(★, ★(★(★(★, ★))), ★)|3|False|8|(()(((()())))())|False
505|★(★, ★(★(★(★), ★(★))))|2|True|8|(()(((())(()))))|False
506|★(★, ★(★(★(★), ★, ★)))|2|True|8|(()(((())()())))|False
507|★(★, ★(★(★(★), ★), ★))|2|True|8|(()(((())())()))|False
508|★(★, ★(★(★(★), ★)), ★)|3|False|8|(()(((())()))())|False
509|★(★, ★(★(★(★)), ★(★)))|2|True|8|(()(((()))(())))|False
510|★(★, ★(★(★(★)), ★, ★))|2|True|8|(()(((()))()()))|False
511|★(★, ★(★(★(★)), ★), ★)|3|False|8|(()(((()))())())|False
512|★(★, ★(★(★(★))), ★(★))|3|False|8|(()(((())))(()))|False
513|★(★, ★(★(★(★))), ★, ★)|4|False|8|(()(((())))()())|False
514|★(★, ★(★(★, ★(★(★)))))|2|True|8|(()((()((())))))|False
515|★(★, ★(★(★, ★(★, ★))))|2|True|8|(()((()(()()))))|False
516|★(★, ★(★(★, ★(★), ★)))|2|True|8|(()((()(())())))|False
517|★(★, ★(★(★, ★(★)), ★))|2|True|8|(()((()(()))()))|False
518|★(★, ★(★(★, ★(★))), ★)|3|False|8|(()((()(())))())|False
519|★(★, ★(★(★, ★, ★(★))))|2|True|8|(()((()()(()))))|False
520|★(★, ★(★(★, ★, ★, ★)))|2|True|8|(()((()()()())))|False
521|★(★, ★(★(★, ★, ★), ★))|2|True|8|(()((()()())()))|False
522|★(★, ★(★(★, ★, ★)), ★)|3|False|8|(()((()()()))())|False
523|★(★, ★(★(★, ★), ★(★)))|2|True|8|(()((()())(())))|False
524|★(★, ★(★(★, ★), ★, ★))|2|True|8|(()((()())()()))|False
525|★(★, ★(★(★, ★), ★), ★)|3|False|8|(()((()())())())|False
526|★(★, ★(★(★, ★)), ★(★))|3|False|8|(()((()()))(()))|False
527|★(★, ★(★(★, ★)), ★, ★)|4|False|8|(()((()()))()())|False
528|★(★, ★(★(★), ★(★(★))))|2|True|8|(()((())((()))))|False
529|★(★, ★(★(★), ★(★, ★)))|2|True|8|(()((())(()())))|False
530|★(★, ★(★(★), ★(★), ★))|2|True|8|(()((())(())()))|False
531|★(★, ★(★(★), ★(★)), ★)|3|False|8|(()((())(()))())|False
532|★(★, ★(★(★), ★, ★(★)))|2|True|8|(()((())()(())))|False
533|★(★, ★(★(★), ★, ★, ★))|2|True|8|(()((())()()()))|False
534|★(★, ★(★(★), ★, ★), ★)|3|False|8|(()((())()())())|False
535|★(★, ★(★(★), ★), ★(★))|3|False|8|(()((())())(()))|False
536|★(★, ★(★(★), ★), ★, ★)|4|False|8|(()((())())()())|False
537|★(★, ★(★(★)), ★(★(★)))|3|False|8|(()((()))((())))|False
538|★(★, ★(★(★)), ★(★, ★))|3|True|8|(()((()))(()()))|False
539|★(★, ★(★(★)), ★(★), ★)|4|False|8|(()((()))(())())|False
540|★(★, ★(★(★)), ★, ★(★))|4|False|8|(()((()))()(()))|False
541|★(★, ★(★(★)), ★, ★, ★)|5|False|8|(()((()))()()())|False
542|★(★, ★(★, ★(★(★(★)))))|2|True|8|(()(()(((())))))|False
543|★(★, ★(★, ★(★(★, ★))))|2|True|8|(()(()((()()))))|False
544|★(★, ★(★, ★(★(★), ★)))|2|True|8|(()(()((())())))|False
545|★(★, ★(★, ★(★(★)), ★))|2|True|8|(()(()((()))()))|False
546|★(★, ★(★, ★(★(★))), ★)|3|False|8|(()(()((())))())|False
547|★(★, ★(★, ★(★, ★(★))))|2|True|8|(()(()(()(()))))|False
548|★(★, ★(★, ★(★, ★, ★)))|2|True|8|(()(()(()()())))|False
549|★(★, ★(★, ★(★, ★), ★))|2|True|8|(()(()(()())()))|False
550|★(★, ★(★, ★(★, ★)), ★)|3|False|8|(()(()(()()))())|False
551|★(★, ★(★, ★(★), ★(★)))|2|True|8|(()(()(())(())))|False
552|★(★, ★(★, ★(★), ★, ★))|2|True|8|(()(()(())()()))|False
553|★(★, ★(★, ★(★), ★), ★)|3|False|8|(()(()(())())())|False
554|★(★, ★(★, ★(★)), ★(★))|3|False|8|(()(()(()))(()))|False
555|★(★, ★(★, ★(★)), ★, ★)|4|False|8|(()(()(()))()())|False
556|★(★, ★(★, ★, ★(★(★))))|2|True|8|(()(()()((()))))|False
557|★(★, ★(★, ★, ★(★, ★)))|2|True|8|(()(()()(()())))|False
558|★(★, ★(★, ★, ★(★), ★))|2|True|8|(()(()()(())()))|False
559|★(★, ★(★, ★, ★(★)), ★)|3|False|8|(()(()()(()))())|False
560|★(★, ★(★, ★, ★, ★(★)))|2|True|8|(()(()()()(())))|False
561|★(★, ★(★, ★, ★, ★, ★))|2|True|8|(()(()()()()()))|False
562|★(★, ★(★, ★, ★, ★), ★)|3|False|8|(()(()()()())())|False
563|★(★, ★(★, ★, ★), ★(★))|3|False|8|(()(()()())(()))|False
564|★(★, ★(★, ★, ★), ★, ★)|4|False|8|(()(()()())()())|False
565|★(★, ★(★, ★), ★(★(★)))|3|False|8|(()(()())((())))|False
566|★(★, ★(★, ★), ★(★, ★))|3|False|8|(()(()())(()()))|False
567|★(★, ★(★, ★), ★(★), ★)|4|False|8|(()(()())(())())|False
568|★(★, ★(★, ★), ★, ★(★))|4|False|8|(()(()())()(()))|False
569|★(★, ★(★, ★), ★, ★, ★)|5|False|8|(()(()())()()())|False
570|★(★, ★(★), ★(★(★(★))))|3|True|8|(()(())(((()))))|False
571|★(★, ★(★), ★(★(★, ★)))|3|True|8|(()(())((()())))|False
572|★(★, ★(★), ★(★(★), ★))|3|True|8|(()(())((())()))|False
573|★(★, ★(★), ★(★(★)), ★)|4|False|8|(()(())((()))())|False
574|★(★, ★(★), ★(★, ★(★)))|3|True|8|(()(())(()(())))|False
575|★(★, ★(★), ★(★, ★, ★))|3|True|8|(()(())(()()()))|False
576|★(★, ★(★), ★(★, ★), ★)|4|False|8|(()(())(()())())|False
577|★(★, ★(★), ★(★), ★(★))|4|False|8|(()(())(())(()))|False
578|★(★, ★(★), ★(★), ★, ★)|5|False|8|(()(())(())()())|False
579|★(★, ★(★), ★, ★(★(★)))|4|False|8|(()(())()((())))|False
580|★(★, ★(★), ★, ★(★, ★))|4|False|8|(()(())()(()()))|False
581|★(★, ★(★), ★, ★(★), ★)|5|False|8|(()(())()(())())|False
582|★(★, ★(★), ★, ★, ★(★))|5|False|8|(()(())()()(()))|False
583|★(★, ★(★), ★, ★, ★, ★)|6|False|8|(()(())()()()())|False
584|★(★, ★, ★(★(★(★(★)))))|3|False|8|(()()((((())))))|False
585|★(★, ★, ★(★(★(★, ★))))|3|False|8|(()()(((()()))))|False
586|★(★, ★, ★(★(★(★), ★)))|3|False|8|(()()(((())())))|False
587|★(★, ★, ★(★(★(★)), ★))|3|False|8|(()()(((()))()))|False
588|★(★, ★, ★(★(★(★))), ★)|4|False|8|(()()(((())))())|False
589|★(★, ★, ★(★(★, ★(★))))|3|False|8|(()()((()(()))))|False
590|★(★, ★, ★(★(★, ★, ★)))|3|False|8|(()()((()()())))|False
591|★(★, ★, ★(★(★, ★), ★))|3|False|8|(()()((()())()))|False
592|★(★, ★, ★(★(★, ★)), ★)|4|False|8|(()()((()()))())|False
593|★(★, ★, ★(★(★), ★(★)))|3|False|8|(()()((())(())))|False
594|★(★, ★, ★(★(★), ★, ★))|3|False|8|(()()((())()()))|False
595|★(★, ★, ★(★(★), ★), ★)|4|False|8|(()()((())())())|False
596|★(★, ★, ★(★(★)), ★(★))|4|False|8|(()()((()))(()))|False
597|★(★, ★, ★(★(★)), ★, ★)|5|False|8|(()()((()))()())|False
598|★(★, ★, ★(★, ★(★(★))))|3|False|8|(()()(()((()))))|False
599|★(★, ★, ★(★, ★(★, ★)))|3|False|8|(()()(()(()())))|False
600|★(★, ★, ★(★, ★(★), ★))|3|False|8|(()()(()(())()))|False
601|★(★, ★, ★(★, ★(★)), ★)|4|False|8|(()()(()(()))())|False
602|★(★, ★, ★(★, ★, ★(★)))|3|False|8|(()()(()()(())))|False
603|★(★, ★, ★(★, ★, ★, ★))|3|False|8|(()()(()()()()))|False
604|★(★, ★, ★(★, ★, ★), ★)|4|False|8|(()()(()()())())|False
605|★(★, ★, ★(★, ★), ★(★))|4|False|8|(()()(()())(()))|False
606|★(★, ★, ★(★, ★), ★, ★)|5|False|8|(()()(()())()())|False
607|★(★, ★, ★(★), ★(★(★)))|4|False|8|(()()(())((())))|False
608|★(★, ★, ★(★), ★(★, ★))|4|False|8|(()()(())(()()))|False
609|★(★, ★, ★(★), ★(★), ★)|5|False|8|(()()(())(())())|False
610|★(★, ★, ★(★), ★, ★(★))|5|False|8|(()()(())()(()))|False
611|★(★, ★, ★(★), ★, ★, ★)|6|False|8|(()()(())()()())|False
612|★(★, ★, ★, ★(★(★(★))))|4|False|8|(()()()(((()))))|False
613|★(★, ★, ★, ★(★(★, ★)))|4|False|8|(()()()((()())))|False
614|★(★, ★, ★, ★(★(★), ★))|4|False|8|(()()()((())()))|False
615|★(★, ★, ★, ★(★(★)), ★)|5|False|8|(()()()((()))())|False
616|★(★, ★, ★, ★(★, ★(★)))|4|False|8|(()()()(()(())))|False
617|★(★, ★, ★, ★(★, ★, ★))|4|False|8|(()()()(()()()))|False
618|★(★, ★, ★, ★(★, ★), ★)|5|False|8|(()()()(()())())|False
619|★(★, ★, ★, ★(★), ★(★))|5|False|8|(()()()(())(()))|False
620|★(★, ★, ★, ★(★), ★, ★)|6|False|8|(()()()(())()())|False
621|★(★, ★, ★, ★, ★(★(★)))|5|False|8|(()()()()((())))|False
622|★(★, ★, ★, ★, ★(★, ★))|5|False|8|(()()()()(()()))|False
623|★(★, ★, ★, ★, ★(★), ★)|6|False|8|(()()()()(())())|False
624|★(★, ★, ★, ★, ★, ★(★))|6|False|8|(()()()()()(()))|False
625|★(★, ★, ★, ★, ★, ★, ★)|7|False|8|(()()()()()()())|False
626|★(★(★(★(★(★(★(★(★))))))))|1|True|9|((((((((()))))))))|False
627|★(★(★(★(★(★(★(★, ★)))))))|1|True|9|(((((((()())))))))|False
628|★(★(★(★(★(★(★(★), ★))))))|1|True|9|(((((((())()))))))|False
629|★(★(★(★(★(★(★(★)), ★)))))|1|True|9|(((((((()))())))))|False
630|★(★(★(★(★(★(★(★))), ★))))|1|True|9|(((((((())))()))))|False
631|★(★(★(★(★(★(★(★)))), ★)))|1|True|9|(((((((()))))())))|False
632|★(★(★(★(★(★(★(★))))), ★))|1|True|9|(((((((())))))()))|False
633|★(★(★(★(★(★(★(★)))))), ★)|2|False|9|(((((((()))))))())|False
634|★(★(★(★(★(★(★, ★(★)))))))|1|True|9|((((((()(())))))))|False
635|★(★(★(★(★(★(★, ★, ★))))))|1|True|9|((((((()()()))))))|False
636|★(★(★(★(★(★(★, ★), ★)))))|1|True|9|((((((()())())))))|False
637|★(★(★(★(★(★(★, ★)), ★))))|1|True|9|((((((()()))()))))|False
638|★(★(★(★(★(★(★, ★))), ★)))|1|True|9|((((((()())))())))|False
639|★(★(★(★(★(★(★, ★)))), ★))|1|True|9|((((((()()))))()))|False
640|★(★(★(★(★(★(★, ★))))), ★)|2|False|9|((((((()())))))())|False
641|★(★(★(★(★(★(★), ★(★))))))|1|True|9|((((((())(()))))))|False
642|★(★(★(★(★(★(★), ★, ★)))))|1|True|9|((((((())()())))))|False
643|★(★(★(★(★(★(★), ★), ★))))|1|True|9|((((((())())()))))|False
644|★(★(★(★(★(★(★), ★)), ★)))|1|True|9|((((((())()))())))|False
645|★(★(★(★(★(★(★), ★))), ★))|1|True|9|((((((())())))()))|False
646|★(★(★(★(★(★(★), ★)))), ★)|2|False|9|((((((())()))))())|False
647|★(★(★(★(★(★(★)), ★(★)))))|1|True|9|((((((()))(())))))|False
648|★(★(★(★(★(★(★)), ★, ★))))|1|True|9|((((((()))()()))))|False
649|★(★(★(★(★(★(★)), ★), ★)))|1|True|9|((((((()))())())))|False
650|★(★(★(★(★(★(★)), ★)), ★))|1|True|9|((((((()))()))()))|False
651|★(★(★(★(★(★(★)), ★))), ★)|2|False|9|((((((()))())))())|False
652|★(★(★(★(★(★(★))), ★(★))))|1|True|9|((((((())))(()))))|False
653|★(★(★(★(★(★(★))), ★, ★)))|1|True|9|((((((())))()())))|False
654|★(★(★(★(★(★(★))), ★), ★))|1|True|9|((((((())))())()))|False
655|★(★(★(★(★(★(★))), ★)), ★)|2|False|9|((((((())))()))())|False
656|★(★(★(★(★(★(★)))), ★(★)))|1|True|9|((((((()))))(())))|False
657|★(★(★(★(★(★(★)))), ★, ★))|1|True|9|((((((()))))()()))|False
658|★(★(★(★(★(★(★)))), ★), ★)|2|False|9|((((((()))))())())|False
659|★(★(★(★(★(★(★))))), ★(★))|2|False|9|((((((())))))(()))|False
660|★(★(★(★(★(★(★))))), ★, ★)|3|False|9|((((((())))))()())|False
661|★(★(★(★(★(★, ★(★(★)))))))|1|True|9|(((((()((())))))))|False
662|★(★(★(★(★(★, ★(★, ★))))))|1|True|9|(((((()(()()))))))|False
663|★(★(★(★(★(★, ★(★), ★)))))|1|True|9|(((((()(())())))))|False
664|★(★(★(★(★(★, ★(★)), ★))))|1|True|9|(((((()(()))()))))|False
665|★(★(★(★(★(★, ★(★))), ★)))|1|True|9|(((((()(())))())))|False
666|★(★(★(★(★(★, ★(★)))), ★))|1|True|9|(((((()(()))))()))|False
667|★(★(★(★(★(★, ★(★))))), ★)|2|False|9|(((((()(())))))())|False
668|★(★(★(★(★(★, ★, ★(★))))))|1|True|9|(((((()()(()))))))|False
669|★(★(★(★(★(★, ★, ★, ★)))))|1|True|9|(((((()()()())))))|False
670|★(★(★(★(★(★, ★, ★), ★))))|1|True|9|(((((()()())()))))|False
671|★(★(★(★(★(★, ★, ★)), ★)))|1|True|9|(((((()()()))())))|False
672|★(★(★(★(★(★, ★, ★))), ★))|1|True|9|(((((()()())))()))|False
673|★(★(★(★(★(★, ★, ★)))), ★)|2|False|9|(((((()()()))))())|False
674|★(★(★(★(★(★, ★), ★(★)))))|1|True|9|(((((()())(())))))|False
675|★(★(★(★(★(★, ★), ★, ★))))|1|True|9|(((((()())()()))))|False
676|★(★(★(★(★(★, ★), ★), ★)))|1|True|9|(((((()())())())))|False
677|★(★(★(★(★(★, ★), ★)), ★))|1|True|9|(((((()())()))()))|False
678|★(★(★(★(★(★, ★), ★))), ★)|2|False|9|(((((()())())))())|False
679|★(★(★(★(★(★, ★)), ★(★))))|1|True|9|(((((()()))(()))))|False
680|★(★(★(★(★(★, ★)), ★, ★)))|1|True|9|(((((()()))()())))|False
681|★(★(★(★(★(★, ★)), ★), ★))|1|True|9|(((((()()))())()))|False
682|★(★(★(★(★(★, ★)), ★)), ★)|2|False|9|(((((()()))()))())|False
683|★(★(★(★(★(★, ★))), ★(★)))|1|True|9|(((((()())))(())))|False
684|★(★(★(★(★(★, ★))), ★, ★))|1|True|9|(((((()())))()()))|False
685|★(★(★(★(★(★, ★))), ★), ★)|2|False|9|(((((()())))())())|False
686|★(★(★(★(★(★, ★)))), ★(★))|2|False|9|(((((()()))))(()))|False
687|★(★(★(★(★(★, ★)))), ★, ★)|3|False|9|(((((()()))))()())|False
688|★(★(★(★(★(★), ★(★(★))))))|1|True|9|(((((())((()))))))|False
689|★(★(★(★(★(★), ★(★, ★)))))|1|True|9|(((((())(()())))))|False
690|★(★(★(★(★(★), ★(★), ★))))|1|True|9|(((((())(())()))))|False
691|★(★(★(★(★(★), ★(★)), ★)))|1|True|9|(((((())(()))())))|False
692|★(★(★(★(★(★), ★(★))), ★))|1|True|9|(((((())(())))()))|False
693|★(★(★(★(★(★), ★(★)))), ★)|2|False|9|(((((())(()))))())|False
694|★(★(★(★(★(★), ★, ★(★)))))|1|True|9|(((((())()(())))))|False
695|★(★(★(★(★(★), ★, ★, ★))))|1|True|9|(((((())()()()))))|False
696|★(★(★(★(★(★), ★, ★), ★)))|1|True|9|(((((())()())())))|False
697|★(★(★(★(★(★), ★, ★)), ★))|1|True|9|(((((())()()))()))|False
698|★(★(★(★(★(★), ★, ★))), ★)|2|False|9|(((((())()())))())|False
699|★(★(★(★(★(★), ★), ★(★))))|1|True|9|(((((())())(()))))|False
700|★(★(★(★(★(★), ★), ★, ★)))|1|True|9|(((((())())()())))|False
701|★(★(★(★(★(★), ★), ★), ★))|1|True|9|(((((())())())()))|False
702|★(★(★(★(★(★), ★), ★)), ★)|2|False|9|(((((())())()))())|False
703|★(★(★(★(★(★), ★)), ★(★)))|1|True|9|(((((())()))(())))|False
704|★(★(★(★(★(★), ★)), ★, ★))|1|True|9|(((((())()))()()))|False
705|★(★(★(★(★(★), ★)), ★), ★)|2|False|9|(((((())()))())())|False
706|★(★(★(★(★(★), ★))), ★(★))|2|False|9|(((((())())))(()))|False
707|★(★(★(★(★(★), ★))), ★, ★)|3|False|9|(((((())())))()())|False
708|★(★(★(★(★(★)), ★(★(★)))))|1|True|9|(((((()))((())))))|False
709|★(★(★(★(★(★)), ★(★, ★))))|1|True|9|(((((()))(()()))))|False
710|★(★(★(★(★(★)), ★(★), ★)))|1|True|9|(((((()))(())())))|False
711|★(★(★(★(★(★)), ★(★)), ★))|1|True|9|(((((()))(()))()))|False
712|★(★(★(★(★(★)), ★(★))), ★)|2|False|9|(((((()))(())))())|False
713|★(★(★(★(★(★)), ★, ★(★))))|1|True|9|(((((()))()(()))))|False
714|★(★(★(★(★(★)), ★, ★, ★)))|1|True|9|(((((()))()()())))|False
715|★(★(★(★(★(★)), ★, ★), ★))|1|True|9|(((((()))()())()))|False
716|★(★(★(★(★(★)), ★, ★)), ★)|2|False|9|(((((()))()()))())|False
717|★(★(★(★(★(★)), ★), ★(★)))|1|True|9|(((((()))())(())))|False
718|★(★(★(★(★(★)), ★), ★, ★))|1|True|9|(((((()))())()()))|False
719|★(★(★(★(★(★)), ★), ★), ★)|2|False|9|(((((()))())())())|False
720|★(★(★(★(★(★)), ★)), ★(★))|2|False|9|(((((()))()))(()))|False
721|★(★(★(★(★(★)), ★)), ★, ★)|3|False|9|(((((()))()))()())|False
722|★(★(★(★(★(★))), ★(★(★))))|1|True|9|(((((())))((()))))|False
723|★(★(★(★(★(★))), ★(★, ★)))|1|True|9|(((((())))(()())))|False
724|★(★(★(★(★(★))), ★(★), ★))|1|True|9|(((((())))(())()))|False
725|★(★(★(★(★(★))), ★(★)), ★)|2|False|9|(((((())))(()))())|False
726|★(★(★(★(★(★))), ★, ★(★)))|1|True|9|(((((())))()(())))|False
727|★(★(★(★(★(★))), ★, ★, ★))|1|True|9|(((((())))()()()))|False
728|★(★(★(★(★(★))), ★, ★), ★)|2|False|9|(((((())))()())())|False
729|★(★(★(★(★(★))), ★), ★(★))|2|False|9|(((((())))())(()))|False
730|★(★(★(★(★(★))), ★), ★, ★)|3|False|9|(((((())))())()())|False
731|★(★(★(★(★(★)))), ★(★(★)))|2|False|9|(((((()))))((())))|False
732|★(★(★(★(★(★)))), ★(★, ★))|2|False|9|(((((()))))(()()))|False
733|★(★(★(★(★(★)))), ★(★), ★)|3|False|9|(((((()))))(())())|False
734|★(★(★(★(★(★)))), ★, ★(★))|3|False|9|(((((()))))()(()))|False
735|★(★(★(★(★(★)))), ★, ★, ★)|4|False|9|(((((()))))()()())|False
736|★(★(★(★(★, ★(★(★(★)))))))|1|True|9|((((()(((())))))))|False
737|★(★(★(★(★, ★(★(★, ★))))))|1|True|9|((((()((()()))))))|False
738|★(★(★(★(★, ★(★(★), ★)))))|1|True|9|((((()((())())))))|False
739|★(★(★(★(★, ★(★(★)), ★))))|1|True|9|((((()((()))()))))|False
740|★(★(★(★(★, ★(★(★))), ★)))|1|True|9|((((()((())))())))|False
741|★(★(★(★(★, ★(★(★)))), ★))|1|True|9|((((()((()))))()))|False
742|★(★(★(★(★, ★(★(★))))), ★)|2|False|9|((((()((())))))())|False
743|★(★(★(★(★, ★(★, ★(★))))))|1|True|9|((((()(()(()))))))|False
744|★(★(★(★(★, ★(★, ★, ★)))))|1|True|9|((((()(()()())))))|False
745|★(★(★(★(★, ★(★, ★), ★))))|1|True|9|((((()(()())()))))|False
746|★(★(★(★(★, ★(★, ★)), ★)))|1|True|9|((((()(()()))())))|False
747|★(★(★(★(★, ★(★, ★))), ★))|1|True|9|((((()(()())))()))|False
748|★(★(★(★(★, ★(★, ★)))), ★)|2|False|9|((((()(()()))))())|False
749|★(★(★(★(★, ★(★), ★(★)))))|1|True|9|((((()(())(())))))|False
750|★(★(★(★(★, ★(★), ★, ★))))|1|True|9|((((()(())()()))))|False
751|★(★(★(★(★, ★(★), ★), ★)))|1|True|9|((((()(())())())))|False
752|★(★(★(★(★, ★(★), ★)), ★))|1|True|9|((((()(())()))()))|False
753|★(★(★(★(★, ★(★), ★))), ★)|2|False|9|((((()(())())))())|False
754|★(★(★(★(★, ★(★)), ★(★))))|1|True|9|((((()(()))(()))))|False
755|★(★(★(★(★, ★(★)), ★, ★)))|1|True|9|((((()(()))()())))|False
756|★(★(★(★(★, ★(★)), ★), ★))|1|True|9|((((()(()))())()))|False
757|★(★(★(★(★, ★(★)), ★)), ★)|2|False|9|((((()(()))()))())|False
758|★(★(★(★(★, ★(★))), ★(★)))|1|True|9|((((()(())))(())))|False
759|★(★(★(★(★, ★(★))), ★, ★))|1|True|9|((((()(())))()()))|False
760|★(★(★(★(★, ★(★))), ★), ★)|2|False|9|((((()(())))())())|False
761|★(★(★(★(★, ★(★)))), ★(★))|2|False|9|((((()(()))))(()))|False
762|★(★(★(★(★, ★(★)))), ★, ★)|3|False|9|((((()(()))))()())|False
763|★(★(★(★(★, ★, ★(★(★))))))|1|True|9|((((()()((()))))))|False
764|★(★(★(★(★, ★, ★(★, ★)))))|1|True|9|((((()()(()())))))|False
765|★(★(★(★(★, ★, ★(★), ★))))|1|True|9|((((()()(())()))))|False
766|★(★(★(★(★, ★, ★(★)), ★)))|1|True|9|((((()()(()))())))|False
767|★(★(★(★(★, ★, ★(★))), ★))|1|True|9|((((()()(())))()))|False
768|★(★(★(★(★, ★, ★(★)))), ★)|2|False|9|((((()()(()))))())|False
769|★(★(★(★(★, ★, ★, ★(★)))))|1|True|9|((((()()()(())))))|False
770|★(★(★(★(★, ★, ★, ★, ★))))|1|True|9|((((()()()()()))))|False
771|★(★(★(★(★, ★, ★, ★), ★)))|1|True|9|((((()()()())())))|False
772|★(★(★(★(★, ★, ★, ★)), ★))|1|True|9|((((()()()()))()))|False
773|★(★(★(★(★, ★, ★, ★))), ★)|2|False|9|((((()()()())))())|False
774|★(★(★(★(★, ★, ★), ★(★))))|1|True|9|((((()()())(()))))|False
775|★(★(★(★(★, ★, ★), ★, ★)))|1|True|9|((((()()())()())))|False
776|★(★(★(★(★, ★, ★), ★), ★))|1|True|9|((((()()())())()))|False
777|★(★(★(★(★, ★, ★), ★)), ★)|2|False|9|((((()()())()))())|False
778|★(★(★(★(★, ★, ★)), ★(★)))|1|True|9|((((()()()))(())))|False
779|★(★(★(★(★, ★, ★)), ★, ★))|1|True|9|((((()()()))()()))|False
780|★(★(★(★(★, ★, ★)), ★), ★)|2|False|9|((((()()()))())())|False
781|★(★(★(★(★, ★, ★))), ★(★))|2|False|9|((((()()())))(()))|False
782|★(★(★(★(★, ★, ★))), ★, ★)|3|False|9|((((()()())))()())|False
783|★(★(★(★(★, ★), ★(★(★)))))|1|True|9|((((()())((())))))|False
784|★(★(★(★(★, ★), ★(★, ★))))|1|True|9|((((()())(()()))))|False
785|★(★(★(★(★, ★), ★(★), ★)))|1|True|9|((((()())(())())))|False
786|★(★(★(★(★, ★), ★(★)), ★))|1|True|9|((((()())(()))()))|False
787|★(★(★(★(★, ★), ★(★))), ★)|2|False|9|((((()())(())))())|False
788|★(★(★(★(★, ★), ★, ★(★))))|1|True|9|((((()())()(()))))|False
789|★(★(★(★(★, ★), ★, ★, ★)))|1|True|9|((((()())()()())))|False
790|★(★(★(★(★, ★), ★, ★), ★))|1|True|9|((((()())()())()))|False
791|★(★(★(★(★, ★), ★, ★)), ★)|2|False|9|((((()())()()))())|False
792|★(★(★(★(★, ★), ★), ★(★)))|1|True|9|((((()())())(())))|False
793|★(★(★(★(★, ★), ★), ★, ★))|1|True|9|((((()())())()()))|False
794|★(★(★(★(★, ★), ★), ★), ★)|2|False|9|((((()())())())())|False
795|★(★(★(★(★, ★), ★)), ★(★))|2|False|9|((((()())()))(()))|False
796|★(★(★(★(★, ★), ★)), ★, ★)|3|False|9|((((()())()))()())|False
797|★(★(★(★(★, ★)), ★(★(★))))|1|True|9|((((()()))((()))))|False
798|★(★(★(★(★, ★)), ★(★, ★)))|1|True|9|((((()()))(()())))|False
799|★(★(★(★(★, ★)), ★(★), ★))|1|True|9|((((()()))(())()))|False
800|★(★(★(★(★, ★)), ★(★)), ★)|2|False|9|((((()()))(()))())|False
801|★(★(★(★(★, ★)), ★, ★(★)))|1|True|9|((((()()))()(())))|False
802|★(★(★(★(★, ★)), ★, ★, ★))|1|True|9|((((()()))()()()))|False
803|★(★(★(★(★, ★)), ★, ★), ★)|2|False|9|((((()()))()())())|False
804|★(★(★(★(★, ★)), ★), ★(★))|2|False|9|((((()()))())(()))|False
805|★(★(★(★(★, ★)), ★), ★, ★)|3|False|9|((((()()))())()())|False
806|★(★(★(★(★, ★))), ★(★(★)))|2|False|9|((((()())))((())))|False
807|★(★(★(★(★, ★))), ★(★, ★))|2|False|9|((((()())))(()()))|False
808|★(★(★(★(★, ★))), ★(★), ★)|3|False|9|((((()())))(())())|False
809|★(★(★(★(★, ★))), ★, ★(★))|3|False|9|((((()())))()(()))|False
810|★(★(★(★(★, ★))), ★, ★, ★)|4|False|9|((((()())))()()())|False
811|★(★(★(★(★), ★(★(★(★))))))|1|True|9|((((())(((()))))))|False
812|★(★(★(★(★), ★(★(★, ★)))))|1|True|9|((((())((()())))))|False
813|★(★(★(★(★), ★(★(★), ★))))|1|True|9|((((())((())()))))|False
814|★(★(★(★(★), ★(★(★)), ★)))|1|True|9|((((())((()))())))|False
815|★(★(★(★(★), ★(★(★))), ★))|1|True|9|((((())((())))()))|False
816|★(★(★(★(★), ★(★(★)))), ★)|2|False|9|((((())((()))))())|False
817|★(★(★(★(★), ★(★, ★(★)))))|1|True|9|((((())(()(())))))|False
818|★(★(★(★(★), ★(★, ★, ★))))|1|True|9|((((())(()()()))))|False
819|★(★(★(★(★), ★(★, ★), ★)))|1|True|9|((((())(()())())))|False
820|★(★(★(★(★), ★(★, ★)), ★))|1|True|9|((((())(()()))()))|False
821|★(★(★(★(★), ★(★, ★))), ★)|2|False|9|((((())(()())))())|False
822|★(★(★(★(★), ★(★), ★(★))))|1|True|9|((((())(())(()))))|False
823|★(★(★(★(★), ★(★), ★, ★)))|1|True|9|((((())(())()())))|False
824|★(★(★(★(★), ★(★), ★), ★))|1|True|9|((((())(())())()))|False
825|★(★(★(★(★), ★(★), ★)), ★)|2|False|9|((((())(())()))())|False
826|★(★(★(★(★), ★(★)), ★(★)))|1|True|9|((((())(()))(())))|False
827|★(★(★(★(★), ★(★)), ★, ★))|1|True|9|((((())(()))()()))|False
828|★(★(★(★(★), ★(★)), ★), ★)|2|False|9|((((())(()))())())|False
829|★(★(★(★(★), ★(★))), ★(★))|2|False|9|((((())(())))(()))|False
830|★(★(★(★(★), ★(★))), ★, ★)|3|False|9|((((())(())))()())|False
831|★(★(★(★(★), ★, ★(★(★)))))|1|True|9|((((())()((())))))|False
832|★(★(★(★(★), ★, ★(★, ★))))|1|True|9|((((())()(()()))))|False
