Rank|Sequence|Rank as bits|Sum|Adjusted sum|Length|Rank in adjusted sum and length class|Image cardinality|Image|Is strictly increasing|Is RGF sequence
2188|(2, 1, 3, 2)|(1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)|8|12|4|73|3|(1, 2, 3)|False|False
2189|(2, 1, 2, 3)|(1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1)|8|12|4|74|3|(1, 2, 3)|False|False
2190|(2, 1, 1, 4)|(1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0)|8|12|4|75|3|(1, 2, 4)|False|False
2191|(2, 1, 0, 5)|(1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1)|8|12|4|76|4|(0, 1, 2, 5)|False|False
2192|(2, 0, 6, 0)|(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)|8|12|4|77|3|(0, 2, 6)|False|False
2193|(2, 0, 5, 1)|(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1)|8|12|4|78|4|(0, 1, 2, 5)|False|False
2194|(2, 0, 4, 2)|(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0)|8|12|4|79|3|(0, 2, 4)|False|False
2195|(2, 0, 3, 3)|(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1)|8|12|4|80|3|(0, 2, 3)|False|False
2196|(2, 0, 2, 4)|(1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0)|8|12|4|81|3|(0, 2, 4)|False|False
2197|(2, 0, 1, 5)|(1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1)|8|12|4|82|4|(0, 1, 2, 5)|False|False
2198|(2, 0, 0, 6)|(1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0)|8|12|4|83|3|(0, 2, 6)|False|False
2199|(1, 7, 0, 0)|(1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1)|8|12|4|84|3|(0, 1, 7)|False|False
2200|(1, 6, 1, 0)|(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0)|8|12|4|85|3|(0, 1, 6)|False|False
2201|(1, 6, 0, 1)|(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1)|8|12|4|86|3|(0, 1, 6)|False|False
2202|(1, 5, 2, 0)|(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0)|8|12|4|87|4|(0, 1, 2, 5)|False|False
2203|(1, 5, 1, 1)|(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1)|8|12|4|88|2|(1, 5)|False|False
2204|(1, 5, 0, 2)|(1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)|8|12|4|89|4|(0, 1, 2, 5)|False|False
2205|(1, 4, 3, 0)|(1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1)|8|12|4|90|4|(0, 1, 3, 4)|False|False
2206|(1, 4, 2, 1)|(1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0)|8|12|4|91|3|(1, 2, 4)|False|False
2207|(1, 4, 1, 2)|(1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1)|8|12|4|92|3|(1, 2, 4)|False|False
2208|(1, 4, 0, 3)|(1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0)|8|12|4|93|4|(0, 1, 3, 4)|False|False
2209|(1, 3, 4, 0)|(1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1)|8|12|4|94|4|(0, 1, 3, 4)|False|False
2210|(1, 3, 3, 1)|(1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0)|8|12|4|95|2|(1, 3)|False|False
2211|(1, 3, 2, 2)|(1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1)|8|12|4|96|3|(1, 2, 3)|False|False
2212|(1, 3, 1, 3)|(1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0)|8|12|4|97|2|(1, 3)|False|False
2213|(1, 3, 0, 4)|(1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1)|8|12|4|98|4|(0, 1, 3, 4)|False|False
2214|(1, 2, 5, 0)|(1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0)|8|12|4|99|4|(0, 1, 2, 5)|False|False
2215|(1, 2, 4, 1)|(1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1)|8|12|4|100|3|(1, 2, 4)|False|False
2216|(1, 2, 3, 2)|(1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0)|8|12|4|101|3|(1, 2, 3)|False|False
2217|(1, 2, 2, 3)|(1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1)|8|12|4|102|3|(1, 2, 3)|False|False
2218|(1, 2, 1, 4)|(1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0)|8|12|4|103|3|(1, 2, 4)|False|False
2219|(1, 2, 0, 5)|(1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1)|8|12|4|104|4|(0, 1, 2, 5)|False|False
2220|(1, 1, 6, 0)|(1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0)|8|12|4|105|3|(0, 1, 6)|False|False
2221|(1, 1, 5, 1)|(1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1)|8|12|4|106|2|(1, 5)|False|False
2222|(1, 1, 4, 2)|(1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0)|8|12|4|107|3|(1, 2, 4)|False|False
2223|(1, 1, 3, 3)|(1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1)|8|12|4|108|2|(1, 3)|False|False
2224|(1, 1, 2, 4)|(1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0)|8|12|4|109|3|(1, 2, 4)|False|False
2225|(1, 1, 1, 5)|(1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1)|8|12|4|110|2|(1, 5)|False|False
2226|(1, 1, 0, 6)|(1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0)|8|12|4|111|3|(0, 1, 6)|False|False
2227|(1, 0, 7, 0)|(1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1)|8|12|4|112|3|(0, 1, 7)|False|False
2228|(1, 0, 6, 1)|(1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0)|8|12|4|113|3|(0, 1, 6)|False|False
2229|(1, 0, 5, 2)|(1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1)|8|12|4|114|4|(0, 1, 2, 5)|False|False
2230|(1, 0, 4, 3)|(1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0)|8|12|4|115|4|(0, 1, 3, 4)|False|False
2231|(1, 0, 3, 4)|(1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1)|8|12|4|116|4|(0, 1, 3, 4)|False|False
2232|(1, 0, 2, 5)|(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0)|8|12|4|117|4|(0, 1, 2, 5)|False|False
2233|(1, 0, 1, 6)|(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1)|8|12|4|118|3|(0, 1, 6)|False|False
2234|(1, 0, 0, 7)|(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0)|8|12|4|119|3|(0, 1, 7)|False|False
2235|(0, 8, 0, 0)|(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1)|8|12|4|120|2|(0, 8)|False|False
2236|(0, 7, 1, 0)|(1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0)|8|12|4|121|3|(0, 1, 7)|False|False
2237|(0, 7, 0, 1)|(1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1)|8|12|4|122|3|(0, 1, 7)|False|False
2238|(0, 6, 2, 0)|(1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0)|8|12|4|123|3|(0, 2, 6)|False|False
2239|(0, 6, 1, 1)|(1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1)|8|12|4|124|3|(0, 1, 6)|False|False
2240|(0, 6, 0, 2)|(1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0)|8|12|4|125|3|(0, 2, 6)|False|False
2241|(0, 5, 3, 0)|(1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1)|8|12|4|126|3|(0, 3, 5)|False|False
2242|(0, 5, 2, 1)|(1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0)|8|12|4|127|4|(0, 1, 2, 5)|False|False
2243|(0, 5, 1, 2)|(1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1)|8|12|4|128|4|(0, 1, 2, 5)|False|False
2244|(0, 5, 0, 3)|(1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0)|8|12|4|129|3|(0, 3, 5)|False|False
2245|(0, 4, 4, 0)|(1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1)|8|12|4|130|2|(0, 4)|False|False
2246|(0, 4, 3, 1)|(1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0)|8|12|4|131|4|(0, 1, 3, 4)|False|False
2247|(0, 4, 2, 2)|(1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1)|8|12|4|132|3|(0, 2, 4)|False|False
2248|(0, 4, 1, 3)|(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0)|8|12|4|133|4|(0, 1, 3, 4)|False|False
2249|(0, 4, 0, 4)|(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1)|8|12|4|134|2|(0, 4)|False|False
2250|(0, 3, 5, 0)|(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0)|8|12|4|135|3|(0, 3, 5)|False|False
2251|(0, 3, 4, 1)|(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1)|8|12|4|136|4|(0, 1, 3, 4)|False|False
2252|(0, 3, 3, 2)|(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0)|8|12|4|137|3|(0, 2, 3)|False|False
2253|(0, 3, 2, 3)|(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1)|8|12|4|138|3|(0, 2, 3)|False|False
2254|(0, 3, 1, 4)|(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0)|8|12|4|139|4|(0, 1, 3, 4)|False|False
2255|(0, 3, 0, 5)|(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1)|8|12|4|140|3|(0, 3, 5)|False|False
2256|(0, 2, 6, 0)|(1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0)|8|12|4|141|3|(0, 2, 6)|False|False
2257|(0, 2, 5, 1)|(1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1)|8|12|4|142|4|(0, 1, 2, 5)|False|False
2258|(0, 2, 4, 2)|(1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0)|8|12|4|143|3|(0, 2, 4)|False|False
2259|(0, 2, 3, 3)|(1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1)|8|12|4|144|3|(0, 2, 3)|False|False
2260|(0, 2, 2, 4)|(1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0)|8|12|4|145|3|(0, 2, 4)|False|False
2261|(0, 2, 1, 5)|(1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1)|8|12|4|146|4|(0, 1, 2, 5)|False|False
2262|(0, 2, 0, 6)|(1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0)|8|12|4|147|3|(0, 2, 6)|False|False
2263|(0, 1, 7, 0)|(1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1)|8|12|4|148|3|(0, 1, 7)|False|False
2264|(0, 1, 6, 1)|(1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0)|8|12|4|149|3|(0, 1, 6)|False|False
2265|(0, 1, 5, 2)|(1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1)|8|12|4|150|4|(0, 1, 2, 5)|False|False
2266|(0, 1, 4, 3)|(1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0)|8|12|4|151|4|(0, 1, 3, 4)|False|False
2267|(0, 1, 3, 4)|(1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1)|8|12|4|152|4|(0, 1, 3, 4)|True|False
2268|(0, 1, 2, 5)|(1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0)|8|12|4|153|4|(0, 1, 2, 5)|True|False
2269|(0, 1, 1, 6)|(1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1)|8|12|4|154|3|(0, 1, 6)|False|False
2270|(0, 1, 0, 7)|(1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0)|8|12|4|155|3|(0, 1, 7)|False|False
2271|(0, 0, 8, 0)|(1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1)|8|12|4|156|2|(0, 8)|False|False
2272|(0, 0, 7, 1)|(1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0)|8|12|4|157|3|(0, 1, 7)|False|False
2273|(0, 0, 6, 2)|(1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1)|8|12|4|158|3|(0, 2, 6)|False|False
2274|(0, 0, 5, 3)|(1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0)|8|12|4|159|3|(0, 3, 5)|False|False
2275|(0, 0, 4, 4)|(1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1)|8|12|4|160|2|(0, 4)|False|False
2276|(0, 0, 3, 5)|(1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0)|8|12|4|161|3|(0, 3, 5)|False|False
2277|(0, 0, 2, 6)|(1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1)|8|12|4|162|3|(0, 2, 6)|False|False
2278|(0, 0, 1, 7)|(1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0)|8|12|4|163|3|(0, 1, 7)|False|False
2279|(0, 0, 0, 8)|(1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1)|8|12|4|164|2|(0, 8)|False|False
2280|(7, 0, 0, 0, 0)|(1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0)|7|12|5|0|2|(0, 7)|False|False
2281|(6, 1, 0, 0, 0)|(1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1)|7|12|5|1|3|(0, 1, 6)|False|False
2282|(6, 0, 1, 0, 0)|(1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0)|7|12|5|2|3|(0, 1, 6)|False|False
2283|(6, 0, 0, 1, 0)|(1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1)|7|12|5|3|3|(0, 1, 6)|False|False
2284|(6, 0, 0, 0, 1)|(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0)|7|12|5|4|3|(0, 1, 6)|False|False
2285|(5, 2, 0, 0, 0)|(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1)|7|12|5|5|3|(0, 2, 5)|False|False
2286|(5, 1, 1, 0, 0)|(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0)|7|12|5|6|3|(0, 1, 5)|False|False
2287|(5, 1, 0, 1, 0)|(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1)|7|12|5|7|3|(0, 1, 5)|False|False
2288|(5, 1, 0, 0, 1)|(1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0)|7|12|5|8|3|(0, 1, 5)|False|False
2289|(5, 0, 2, 0, 0)|(1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1)|7|12|5|9|3|(0, 2, 5)|False|False
2290|(5, 0, 1, 1, 0)|(1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0)|7|12|5|10|3|(0, 1, 5)|False|False
2291|(5, 0, 1, 0, 1)|(1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1)|7|12|5|11|3|(0, 1, 5)|False|False
2292|(5, 0, 0, 2, 0)|(1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0)|7|12|5|12|3|(0, 2, 5)|False|False
2293|(5, 0, 0, 1, 1)|(1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1)|7|12|5|13|3|(0, 1, 5)|False|False
2294|(5, 0, 0, 0, 2)|(1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0)|7|12|5|14|3|(0, 2, 5)|False|False
2295|(4, 3, 0, 0, 0)|(1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1)|7|12|5|15|3|(0, 3, 4)|False|False
2296|(4, 2, 1, 0, 0)|(1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0)|7|12|5|16|4|(0, 1, 2, 4)|False|False
2297|(4, 2, 0, 1, 0)|(1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1)|7|12|5|17|4|(0, 1, 2, 4)|False|False
2298|(4, 2, 0, 0, 1)|(1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0)|7|12|5|18|4|(0, 1, 2, 4)|False|False
2299|(4, 1, 2, 0, 0)|(1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1)|7|12|5|19|4|(0, 1, 2, 4)|False|False
2300|(4, 1, 1, 1, 0)|(1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0)|7|12|5|20|3|(0, 1, 4)|False|False
2301|(4, 1, 1, 0, 1)|(1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1)|7|12|5|21|3|(0, 1, 4)|False|False
2302|(4, 1, 0, 2, 0)|(1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0)|7|12|5|22|4|(0, 1, 2, 4)|False|False
2303|(4, 1, 0, 1, 1)|(1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1)|7|12|5|23|3|(0, 1, 4)|False|False
2304|(4, 1, 0, 0, 2)|(1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)|7|12|5|24|4|(0, 1, 2, 4)|False|False
2305|(4, 0, 3, 0, 0)|(1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1)|7|12|5|25|3|(0, 3, 4)|False|False
2306|(4, 0, 2, 1, 0)|(1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0)|7|12|5|26|4|(0, 1, 2, 4)|False|False
2307|(4, 0, 2, 0, 1)|(1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1)|7|12|5|27|4|(0, 1, 2, 4)|False|False
2308|(4, 0, 1, 2, 0)|(1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)|7|12|5|28|4|(0, 1, 2, 4)|False|False
2309|(4, 0, 1, 1, 1)|(1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1)|7|12|5|29|3|(0, 1, 4)|False|False
2310|(4, 0, 1, 0, 2)|(1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0)|7|12|5|30|4|(0, 1, 2, 4)|False|False
2311|(4, 0, 0, 3, 0)|(1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1)|7|12|5|31|3|(0, 3, 4)|False|False
2312|(4, 0, 0, 2, 1)|(1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)|7|12|5|32|4|(0, 1, 2, 4)|False|False
2313|(4, 0, 0, 1, 2)|(1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1)|7|12|5|33|4|(0, 1, 2, 4)|False|False
2314|(4, 0, 0, 0, 3)|(1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0)|7|12|5|34|3|(0, 3, 4)|False|False
2315|(3, 4, 0, 0, 0)|(1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1)|7|12|5|35|3|(0, 3, 4)|False|False
2316|(3, 3, 1, 0, 0)|(1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0)|7|12|5|36|3|(0, 1, 3)|False|False
2317|(3, 3, 0, 1, 0)|(1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1)|7|12|5|37|3|(0, 1, 3)|False|False
2318|(3, 3, 0, 0, 1)|(1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0)|7|12|5|38|3|(0, 1, 3)|False|False
2319|(3, 2, 2, 0, 0)|(1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1)|7|12|5|39|3|(0, 2, 3)|False|False
2320|(3, 2, 1, 1, 0)|(1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)|7|12|5|40|4|(0, 1, 2, 3)|False|False
2321|(3, 2, 1, 0, 1)|(1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1)|7|12|5|41|4|(0, 1, 2, 3)|False|False
2322|(3, 2, 0, 2, 0)|(1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0)|7|12|5|42|3|(0, 2, 3)|False|False
2323|(3, 2, 0, 1, 1)|(1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1)|7|12|5|43|4|(0, 1, 2, 3)|False|False
2324|(3, 2, 0, 0, 2)|(1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0)|7|12|5|44|3|(0, 2, 3)|False|False
2325|(3, 1, 3, 0, 0)|(1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1)|7|12|5|45|3|(0, 1, 3)|False|False
2326|(3, 1, 2, 1, 0)|(1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0)|7|12|5|46|4|(0, 1, 2, 3)|False|False
2327|(3, 1, 2, 0, 1)|(1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1)|7|12|5|47|4|(0, 1, 2, 3)|False|False
2328|(3, 1, 1, 2, 0)|(1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0)|7|12|5|48|4|(0, 1, 2, 3)|False|False
2329|(3, 1, 1, 1, 1)|(1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1)|7|12|5|49|2|(1, 3)|False|False
2330|(3, 1, 1, 0, 2)|(1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0)|7|12|5|50|4|(0, 1, 2, 3)|False|False
2331|(3, 1, 0, 3, 0)|(1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1)|7|12|5|51|3|(0, 1, 3)|False|False
2332|(3, 1, 0, 2, 1)|(1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0)|7|12|5|52|4|(0, 1, 2, 3)|False|False
2333|(3, 1, 0, 1, 2)|(1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1)|7|12|5|53|4|(0, 1, 2, 3)|False|False
2334|(3, 1, 0, 0, 3)|(1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0)|7|12|5|54|3|(0, 1, 3)|False|False
2335|(3, 0, 4, 0, 0)|(1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1)|7|12|5|55|3|(0, 3, 4)|False|False
2336|(3, 0, 3, 1, 0)|(1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0)|7|12|5|56|3|(0, 1, 3)|False|False
2337|(3, 0, 3, 0, 1)|(1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1)|7|12|5|57|3|(0, 1, 3)|False|False
2338|(3, 0, 2, 2, 0)|(1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0)|7|12|5|58|3|(0, 2, 3)|False|False
2339|(3, 0, 2, 1, 1)|(1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1)|7|12|5|59|4|(0, 1, 2, 3)|False|False
2340|(3, 0, 2, 0, 2)|(1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)|7|12|5|60|3|(0, 2, 3)|False|False
2341|(3, 0, 1, 3, 0)|(1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1)|7|12|5|61|3|(0, 1, 3)|False|False
2342|(3, 0, 1, 2, 1)|(1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0)|7|12|5|62|4|(0, 1, 2, 3)|False|False
2343|(3, 0, 1, 1, 2)|(1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1)|7|12|5|63|4|(0, 1, 2, 3)|False|False
2344|(3, 0, 1, 0, 3)|(1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)|7|12|5|64|3|(0, 1, 3)|False|False
2345|(3, 0, 0, 4, 0)|(1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1)|7|12|5|65|3|(0, 3, 4)|False|False
2346|(3, 0, 0, 3, 1)|(1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0)|7|12|5|66|3|(0, 1, 3)|False|False
2347|(3, 0, 0, 2, 2)|(1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1)|7|12|5|67|3|(0, 2, 3)|False|False
2348|(3, 0, 0, 1, 3)|(1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0)|7|12|5|68|3|(0, 1, 3)|False|False
2349|(3, 0, 0, 0, 4)|(1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1)|7|12|5|69|3|(0, 3, 4)|False|False
2350|(2, 5, 0, 0, 0)|(1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0)|7|12|5|70|3|(0, 2, 5)|False|False
2351|(2, 4, 1, 0, 0)|(1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1)|7|12|5|71|4|(0, 1, 2, 4)|False|False
2352|(2, 4, 0, 1, 0)|(1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0)|7|12|5|72|4|(0, 1, 2, 4)|False|False
2353|(2, 4, 0, 0, 1)|(1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1)|7|12|5|73|4|(0, 1, 2, 4)|False|False
2354|(2, 3, 2, 0, 0)|(1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0)|7|12|5|74|3|(0, 2, 3)|False|False
2355|(2, 3, 1, 1, 0)|(1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1)|7|12|5|75|4|(0, 1, 2, 3)|False|False
2356|(2, 3, 1, 0, 1)|(1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0)|7|12|5|76|4|(0, 1, 2, 3)|False|False
2357|(2, 3, 0, 2, 0)|(1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)|7|12|5|77|3|(0, 2, 3)|False|False
2358|(2, 3, 0, 1, 1)|(1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0)|7|12|5|78|4|(0, 1, 2, 3)|False|False
2359|(2, 3, 0, 0, 2)|(1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1)|7|12|5|79|3|(0, 2, 3)|False|False
2360|(2, 2, 3, 0, 0)|(1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)|7|12|5|80|3|(0, 2, 3)|False|False
2361|(2, 2, 2, 1, 0)|(1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1)|7|12|5|81|3|(0, 1, 2)|False|False
2362|(2, 2, 2, 0, 1)|(1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0)|7|12|5|82|3|(0, 1, 2)|False|False
